external_gene_name	entrezgene
AC093010.2	107986115
CEACAM22P	388550
LITAF	9516
ZNF80	7634
ZNF451-AS1	101927211
CEACAM19	56971
NFYC	4802
IGFBPL1	347252
EXOC6	54536
FCGR1B	2210
MIER1	57708
AHSA1	10598
SMIM3	85027
ELMO1-AS1	100861514
ZC3H6	376940
RIPK1	8737
SLC9A9-AS1	100885796
NXPE3	91775
SLC9A9	285195
HTRA4	203100
MIS18BP1	55320
KPNA7	402569
IGSF23	147710
HIST2H2BA	337875
KLF8	11279
TIGIT	201633
NDUFAF2	91942
GAL	51083
RGS2	5997
NSUN4	387338
GNS	2799
CTNNBL1	56259
FAM72B	653820
COMMD4	54939
SLC35F2	54733
ACIN1	22985
TALDO1	6888
SLC2A10	81031
PPP5C	5536
RGS18	64407
IQCJ-SCHIP1	29970
IQCJ-SCHIP1	100505385
SRGAP2-AS1	100873165
SRGAP2C	653464
ACSS3	79611
AP001453.2	105369340
SFPQ	6421
CARMIL1	55604
PPP1R14B	26472
FAR1	84188
DDO	8528
RGS21	431704
SMARCA4	6597
CXCR6	10663
PABPC3	5042
RGS1	5996
FYCO1	79443
CA5A	763
AP5Z1	9907
TMCO5A	145942
RGS13	6003
ACADSB	36
ZBTB20-AS5	101929754
ZBTB20-AS4	100874131
ESCO1	114799
ZBTB20-AS1	100131117
FAAH	2166
FNBP4	23360
PPFIA2-AS1	102724663
CMAHP	8418
CMAHP	101928663
AC104662.2	55300
ZBTB20	26137
PI4K2B	55300
DCUN1D3	123879
SCHIP1	29970
TGFBR3L	100507588
FAM86KP	100287013
ACSM3	6296
SVEP1	79987
P2RY8	286530
LINC01723	100505515
LIMCH1	22998
LINC01722	101929486
SLC22A16	85413
FAM90A26	100287045
UBQLN2	29978
PPFIA2	8499
SNRPD1	6632
ABHD12	26090
TPSAB1	7177
TEF	7008
PLAT	5327
CCDC8	83987
USP17L10	100287144
IQCJ	654502
OR1M1	125963
ERGIC3	51614
ERVFRD-1	405754
USP17L11	100287178
OR7G2	390882
PNMA8A	55228
SMIM13	221710
USP17L12	100287205
RIPOR1	79567
GDA	9615
USP17L13	100287238
IRGM	345611
INPP1	3628
ZBTB20-AS3	104413890
ZNF300	91975
AMER2	219287
ZNF331	55422
USP17L15	100288520
LIMA1	51474
LINC00463	101928922
SMIM15-AS1	101928630
AKAP17A	8227
GLRX2	51022
SMIM15	643155
OR4K5	79317
JPH4	84502
TM2D2	83877
PNMA8B	57469
FTSJ1	24140
STRA8	346673
LYRM1	57149
CALM3	808
LINC00469	283982
LINC02092	400620
PYGB	5834
NBDY	550643
AC125421.1	100134391
ITIH3	3699
HCST	10870
OR4K1	79544
SEC23B	10483
TROVE2	6738
SNX13	23161
SPIN3	169981
USP17L17	100287327
STOX2	56977
ERI2	112479
ZFHX2	85446
SPTLC3	55304
NFKBID	84807
EXOSC10	5394
KBTBD8	84541
THTPA	79178
OR7G1	125962
PPIA	5478
BPHL	670
APAF1	317
OR7G3	390883
PCED1A	64773
ZNF317	57693
C2orf88	84281
USP17L18	100287364
ZFHX2-AS1	79178
UBTD1	80019
CHUK	1147
MSTN	2660
ABHD3	171586
TXNDC17	84817
HIBCH	26275
PPP5D1	100506012
SRSF10	10772
SLC7A11	23657
CACFD1	11094
MTMR6	9107
REXO5	81691
ZSWIM6	57688
TBC1D32	221322
LINC01398	101929651
IPO7	10527
LMLN2	100128908
MED31	51003
USP17L19	100287404
C14orf119	55017
DMBX1	127343
SLC7A11-AS1	641364
NONO	4841
RGPD8	727851
NELL1	4745
USP17L20	100287441
ERLIN1	10613
SPOCK1	6695
LINC00616	641365
MX2	4600
KIAA0753	9851
LINC01090	104355152
GULP1	51454
PTPRA	5786
OR6B2	389090
SAT1	6303
LINC02303	105370479
CDK9	1025
OR6B3	150681
AL109811.2	105376736
GPX3	2878
OR4K15	81127
UCHL5	51377
TXNDC11	51061
MYOM3	127294
AL136373.1	105378696
MOB3C	148932
MEIG1	644890
CADPS	8618
KNCN	148930
ISM2	145501
YWHAQ	10971
COMMD7	149951
MYH13	8735
HNRNPR	10236
MKNK1-AS1	100507423
LRRK2	120892
EID1	23741
SNN	8303
MKNK1	8569
CMAS	55907
SHC4	399694
NOM1	64434
USP17L21	100287478
C20orf203	284805
ORC1	4998
SLC39A8	64116
FKBP10	60681
USP17L22	100287513
PAK6	56924
PAK6	106821730
TRAP1	10131
LINC00649	100506334
AC027682.6	100505942
CASC10	399726
ST8SIA1	6489
ME2	4200
USP17L24	728369
SNAPC2	6618
ZNF70	7621
SON	6651
USP17L25	728373
THUMPD1	55623
VPREB3	29802
USP17L26	728379
AP2A1	160
USP17L5	728386
ACSM1	116285
MLF2	8079
LINC00871	100506412
ZCCHC4	29063
ZHX1-C8orf76	100533106
RERG-AS1	100873980
ZHX1	11244
COPS9	150678
MLLT10	8028
PTPRO	5800
HSD11B1L	374875
SPTLC2	9517
SLC5A11	115584
AP001476.1	105372842
RPL10L	140801
C8orf76	84933
SLC2A6	11182
SNRNP27	11017
AC022294.1	102724604
TOB2	10766
SOX2	6657
SUCLG2	8801
ST6GALNAC1	55808
DNAJC19	131118
AC024475.4	101928894
LNX1	84708
AC024475.3	105376662
IL1R2	7850
GJA1	2697
LINC02489	101928919
PHF5A	84844
MXD1	4084
USP17L27	728393
ASMT	438
ZFP42	132625
MUC17	140453
XCR1	2829
BUB1B-PAK6	106821730
SOX2-OT	347689
MMP11	4320
EAF2	55840
KRCC1	51315
PTGFR	5737
PRPF38A	84950
BUB1B	701
GSX2	170825
CFAP299	255119
OTOS	150677
FUZ	80199
SMYD1	150572
PDGFRA	5156
WWC1	23286
TRIML2	205860
CTXN1	404217
MGC27382	149047
TUT4	23318
MDGA2	161357
TIMM44	10469
CHCHD10	400916
NMBR	4829
OR7D2	162998
FGF5	2250
USP17L28	728400
C22orf15	150248
DPP6	1804
CLDN5	7122
CLEC11A	6320
OR7D4	125958
SUCLG2-AS1	101927111
ISM1	140862
ZNF521	25925
MAMLD1	10046
ISM1-AS1	100505536
MAP2	4133
LINC02345	101928227
MXRA7	439921
CCR3	1232
GJE1	100126572
USP17L29	728405
SARAF	51669
GPR32	2854
VPS16	64601
USP17L9P	391627
USP17L30	728419
USP17L6P	391622
ACP4	93650
RNF130	55819
CCR1	1230
MYO1D	4642
SDC4P	376844
AC004832.1	107985579
AC010325.1	105372440
SH3BP5-AS1	100505696
PTMS	5763
PLEKHB1	58473
AC104596.1	105377623
SH3BP5	9467
TMEM252	169693
TYROBP	7305
FIP1L1	81608
SEC14L4	284904
CREB3L1	90993
AL353616.2	105376072
LINC01506	101927015
IFI44L	10964
SKIDA1	387640
GPNMB	10457
TRIM56	81844
C15orf56	644809
AC005837.1	105274304
LINC01504	100507540
EMILIN1	11117
RAD51AP2	729475
SLC25A42	284439
RTCB	51493
OR7E24	26648
PLD2	5338
UBE2G2	7327
RERG	85004
IL22RA1	58985
ZNF699	374879
LINC01478	101927921
TRPV1	7442
TESMIN	9633
MYMK	389827
SLC35D1	23169
UBE2E2-AS1	100505877
MNX1	3110
ENPP6	133121
VSNL1	7447
OPLAH	26873
CRTAP	10491
VTA1	51534
AC110619.1	100130449
PSMB10	5699
MNX1-AS1	645249
DNASE1	1773
GPC1	2817
SMIM31	100505989
GSTA3	2940
ST6GALNAC4	27090
APELA	100506013
LRRC6	23639
CLMN	79789
CRYZL1	9946
AC120049.1	101927943
NCR3LG1	374383
CCR2	729230
NFKBIZ	64332
DACT1	51339
CTRL	1506
ZFAND4	93550
ZNF366	167465
SPRED1	161742
AC098613.1	102724297
IGFBP6	3489
CCR5	1234
CDC73	79577
BCL3	602
SMTN	6525
SMPD5	392275
LCK	3932
FAM19A1	407738
SERPINE1	5054
CHIC2	26511
IFNLR1	163702
LINC01500	102723742
LINC02056	102477328
C3P1	388503
LRFN3	79414
ULK2	9706
ATF6B	1388
C19orf48	84798
PSKH1	5681
TPSD1	23430
LNX1-AS1	100873939
FBP2	8789
ALKBH1	8846
MED29	55588
PRIM2	5558
H2BFWT	158983
TWIST1	7291
JHY	79864
AC117377.1	101928937
FBP1	2203
AC124017.1	100506444
OLAH	55301
C1orf141	400757
ANKS1B	56899
ANKRD2	26287
NDUFB5	4711
B3GALT2	8707
H2BFM	286436
LINC01031	101929184
RMDN3	55177
BSX	390259
TNPO1	3842
FABP1	2168
PHF21B	112885
PTGIR	5739
ZFP36	7538
TTTY15	64595
PCAT7	101928099
CYP26A1	1592
LINC01869	284365
KLHL3	26249
MUC22	100507679
IL23R	149233
ZCCHC18	644353
GNG8	94235
USP38	84640
SLC25A53	401612
ADAMTSL2	9719
HSF2	3298
CYP26C1	340665
RFWD3	55159
LCNL1	401562
AL590683.1	284632
SV2C	22987
C19orf70	125988
IBTK	25998
USP9Y	8287
KCNT2	343450
PTGDS	5730
LINC02292	101929080
AC107068.2	101927179
UBE3C	9690
NIPAL1	152519
AC078955.1	107984535
TRANK1	9881
LIN7A	8825
SYNE3	161176
PLCB3	5331
TAF1B	9014
R3HDM2	22864
MTM1	4534
CGRRF1	10668
CORIN	10699
LONP1	9361
IQUB	154865
LINC00648	100506433
SDHAF1	644096
FAM163B	642968
TMEM71	137835
MPV17	4358
DONSON	29980
FAM186A	121006
PDCD2	5134
FAM199X	139231
ARHGEF12	23365
ZNF436-AS1	148898
TSPAN11	441631
ACBD7	414149
IL12RB2	3595
ZNF436	80818
LARP4	113251
OR4K14	122740
C14orf178	283579
ZMYM4	9202
OR4K13	390433
SNW1	22938
OR4L1	122742
KIF26A	26153
BAAT	570
OR4K17	390436
GSTA4	2941
FOXB2	442425
NDUFB7	4713
ING4	51147
EYA2	2139
PPFIBP2	8495
ARHGEF15	22899
NIPAL3	57185
LINC02012	100129516
SHPK	23729
OR4N5	390437
ZFYVE28	57732
ARMT1	79624
C19orf66	55337
OR11G2	390439
MRGPRG-AS1	283303
MRGPRG	386746
OR11H6	122748
OR11H4	390442
RN7SK	125050
CCDC170	80129
ODF4	146852
EEF1A1	1915
MIR133A1HG	102723167
CLEC17A	388512
MIB1	57534
PIP5K1B	8395
ANGPTL6	83854
UBE2I	7329
STAC3	246329
SLIRP	81892
DFFB	1677
KIF5B	3799
GRHL3	57822
RALGAPA1	253959
ZNF143	7702
CNGA1	1259
PCBP1-AS1	400960
MRGPRE	116534
EIPR1	7260
DEFB131A	644414
AF196972.1	101927635
CHIAP2	149620
KRT222	125113
VSTM2L	128434
LINC02204	101929151
RPL36	25873
SALRNA3	104548972
NEIL1	79661
SALRNA2	104548973
RPRML	388394
TASP1	55617
CDC7	8317
KLK1	3816
BPIFC	254240
GOSR2	9570
SOAT2	8435
RADIL	55698
NFXL1	152518
AL445250.1	101927293
FAM122A	116224
CUL2	8453
ARSK	153642
SMARCE1	6605
CHIA	27159
IFI44	10561
LINC00680	106660612
AP1S1	1174
STPG1	90529
PAPOLB	56903
RAB12	201475
LINC02280	101929634
EXOSC4	54512
MGC16275	85001
DHRSX	207063
RPL38	6169
SPATA16	83893
LINC00680-GUSBP4	106660613
TBC1D30	23329
WASHC2C	253725
DBH-AS1	138948
SIN3A	25942
KLK15	55554
RCCD1	91433
DBH	1621
ZBED1	9189
VGF	7425
MAFG	4097
NHLRC1	378884
TMEM110-MUSTN1	100526772
RPL32	6161
KHK	3795
AL137145.2	399715
AL138902.1	105376871
ELAVL1	1994
SIRT7	51547
RARS	5917
C5orf64-AS1	100506526
ITIH4-AS1	100873993
AC026746.1	101928651
TMEM161A	54929
ITIH4	3700
CNOT4	4850
LINC02202	101927740
C5orf64	285668
ZFAND5	7763
VPS13A	23230
AC011523.1	105372441
UNC45A	55898
SUMO3	6612
PRKD2	25865
ADGRL4	64123
CAND2	23066
ZNF195	7748
SYNE4	163183
CCRL2	9034
FAM71C	196472
PIFO	128344
NAT16	375607
EPM2AIP1	9852
BMP3	651
EMBP1	647121
KLK3	354
CGREF1	10669
MYB	4602
SUSD5	26032
NLGN1-AS1	100874010
DAAM1	23002
UPF1	5976
NLGN1	22871
PGCP1	441897
DDX11-AS1	100506660
SECISBP2L	9728
KCNJ11	3767
CDK19	23097
ALKBH6	84964
DDX11	1663
OVGP1	5016
SCGN	10590
GCHFR	2644
CHEK2P2	646096
ATP5MF	9551
MAN2C1	4123
ZFYVE19	84936
CCL25	6370
FCGR1CP	100132417
AL121900.1	101929526
MUSK	4593
DTD1	92675
HIST2H3PS2	440686
GACAT2	100287082
TPMT	7172
MTCL1	23255
FAM98B	283742
FAM72C	554282
FAM72C	728833
MLKL	197259
ATP5PB	515
KRBA2	124751
ATP5MF-PTCD1	100526740
JMJD6	23210
SMIM26	388789
PIP5KL1	138429
ITSN1	6453
RPL26	6154
AC245595.1	107985200
JCAD	57608
NUP50-DT	100506714
AC132192.2	644656
STIMATE	375346
PTCD1	26024
CRKL	1399
PPIAL4E	730262
UBE2E2	7325
WDR77	79084
GPR150	285601
C2orf70	339778
LINC01637	101928891
HINFP	25988
AC022540.1	102723439
RESP18	389075
NDUFA5	4698
MUSTN1	389125
SEC14L6	730005
NBPF15	284565
ARPC1A	10552
ADK	132
PLEKHG2	64857
HNRNPA0	10949
DACT3	147906
TREML1	340205
TRAPPC12	51112
SETBP1	26040
NPY6R	4888
C1orf162	128346
DACT3-AS1	100506068
WDR43	23160
CEBPE	1053
TSPAN4	7106
CBLC	23624
HDDC3	374659
ADGRG6	57211
SERINC1	57515
TCEA3	6920
MOGAT3	346606
C15orf62	643338
SMAD4	4089
CFH	3075
DNAJC17	55192
PDAP1	11333
ZNF559-ZNF177	100529215
ANO5	203859
CPSF4	10898
RPS29	6235
ACO2	50
SEPT5-GP1BB	100526833
GFRA3	2676
PKIB	5570
HMX3	340784
RAP1A	5906
HMX2	3167
SRGAP2B	647135
FBLL1	345630
SEPT5	5413
ASPHD2	57168
NUP50	10762
MCC	4163
C9orf3	84909
MOGS	7841
HPS4	89781
NFE2L1	4779
ATAD2	29028
TTI1	9675
LRR1	122769
ADORA3	140
GTF2H1	2965
ELAC1	55520
LAG3	3902
AL049557.2	101928718
JKAMP	51528
INKA2	55924
FAM72D	728833
FERD3L	222894
DDX20	11218
ARPC1B	10095
FABP7	2173
CIB4	130106
LINC01145	103091866
TWISTNB	221830
CFHR3	10878
PKD2L2	27039
RASGEF1C	255426
TMEM198	130612
PPIAL4D	645142
ZNF559	84527
LINC00652	29075
VPS39	23339
PI4K2A	55361
KCNK3	3777
HERC2P3	283755
CHPF	79586
POLR3H	171568
TRIML1	339976
GUCY2D	3000
TMIGD3	57413
HOGA1	112817
UHRF1BP1L	23074
TNIP1	10318
UACA	55075
TREM2	54209
INSIG2	51141
PRKACG	5568
MORN4	118812
PTTG1IP	754
CFHR1	3078
TSSK1B	83942
AL049557.1	55924
MTPAP	55149
C1orf174	339448
DCP2	167227
GP1BB	2812
INKA2-AS1	100506343
LINC01160	100129269
FAM13B	51306
C10orf62	414157
ITGB7	3695
LINC02426	101928449
NUP160	23279
NMT2	9397
BCAM	4059
DPM2	8818
L3HYPDH	112849
SPATA9	83890
EHBP1L1	254102
CCDC59	29080
CFHR4	10877
PRKCQ	5588
CXorf36	79742
ZNF177	7730
GPR135	64582
LINC02009	105377068
CCDC175	729665
LINC02022	105376955
AL035563.1	100270804
FAM102A	399665
RFESD	317671
AC136489.1	105373191
METTL25	84190
FRMPD4	9758
CASC11	100270680
PANK3	79646
BUD31	8896
CFHR2	3080
CENPA	1058
HIST1H2AA	221613
ROMO1	140823
HIST1H2BA	255626
CXorf58	254158
ACOX1	51
LINC01134	100133612
HIST1H2APS1	387319
TPBG	7162
ASPRV1	151516
C20orf78	100128496
TTC5	91875
PCBP1	5093
TREML2	79865
SCP2D1	140856
LINC00499	100874047
TREML3P	340206
ESX1	80712
APOO	79135
TMEM196	256130
SLC35F6	54978
TREML4	285852
C10orf111	221060
CFHR5	81494
COL6A2	1292
CPNE1	8904
P3H2-AS1	101929152
FRY-AS1	100507099
TUBB2A	7280
PPIAP30	100192204
KCND3-AS1	100873995
FAM19A4	151647
RPP38	10557
P3H2	55214
KCND3	3752
PRKG2	5593
FRY	10129
FBXO7	25793
F13B	2165
PAXX	286257
LINC02525	100507194
MYH4	4622
AC011365.1	101927969
AP002852.1	107986898
ANAPC4	29945
AC011389.1	728095
PIWIL2	55124
AMD1	262
CAV3	859
CD4	920
CXorf66	347487
CDK3	1018
ONECUT1	3175
SLC17A5	26503
ASPM	259266
OXTR	5021
AC016044.1	101928499
SLIT3	6586
ZNF740	283337
KCND3-IT1	100874295
EVPL	2125
MYH8	4626
UBE2E1	7324
AC022167.5	101929989
LINC01750	643355
FA2H	79152
AC113382.1	100130172
LINC02363	728175
MYOT	9499
CSAD	51380
TTL	150465
SSUH2	51066
AL133444.1	729451
CTTNBP2NL	55917
FO393408.1	105373343
SAMD4A	23034
AURKA	6790
LINC01346	728716
AC109927.1	105377448
LINC01345	105376672
LINC01900	102724208
NDRG4	65009
LINC01781	101927412
AL805961.1	105376673
LINC01153	101927889
LINC02362	102723766
MACC1-AS1	100874041
AC139722.1	101928942
MACC1	346389
TEN1-CDK3	100529145
GPAA1	8733
TMTC2	160335
MYH2	4620
NUP58	9818
KLK2	3817
UBE2E1-AS1	100874092
TEN1	100134934
NBPF20	100288142
FNDC11	79025
LINC02352	102725022
SLC6A1	6529
AC012236.1	283710
AC005062.1	101927668
IL1RAPL2	26280
LTF	4057
CDRT1	374286
RFC1	5981
TEX13A	56157
MYC	4609
DNAJB6	10049
DAPK2	23604
MYOF	26509
TOMM40	10452
SLC7A8	23428
TRIM16	10626
ADGRG2	10149
ELF2	1998
SPATA31C2	645961
MIR381HG	378881
SLC17A4	10050
MEG9	100507257
SLC35E2B	728661
INHBC	3626
LINC01932	105377682
RNF145	153830
AC015914.1	101928988
INHBE	83729
C2CD6	151254
GAB1	2549
DDX3Y	8653
ZBTB41	360023
LINC02285	101929422
AC083973.1	101929897
RAD18	56852
LINC00524	338002
KLKP1	606293
H2AFV	94239
LINC02314	100507277
ZNF333	84449
MYHAS	100128560
RPS16	6217
NECTIN2	5819
WNT2B	7482
MYH1	4619
TJP2	9414
KLF13	51621
KLF13	105370939
TYW5	129450
CRB1	23418
KLHL15	80311
CAPZA1	829
SMPDL3A	10924
OTUD7A	161725
NOCT	25819
GTF3C6	112495
SRSF2	6427
UBE3D	90025
SOX3	6658
GPX7	2882
MAIP1	79568
ADGRE3	84658
KRT24	192666
ST7L	54879
ADCK1	57143
CWF19L1	55280
FIGNL1	63979
C2orf69	205327
MAPK9	5601
MDFIC	29969
METTL23	124512
SLC14A1	6563
LINC01537	101928555
CLIC3	9022
IMMT	10989
IRF2	3660
MON1A	84315
AC107023.1	105369736
MUC19	283463
THNSL2	55258
DDC-AS1	100129427
DDC	1644
ASB15	142685
TBX22	50945
SHISAL2A	348378
AL590428.1	101928489
CD109	135228
CLVS2	134829
DEPDC4	120863
LINC01393	102724386
ADGRE2	30817
LINC01392	104355291
CTSB	1508
COA7	65260
TREM1	54210
SPIN1	10927
MFSD11	79157
ARHGAP9	64333
ZYG11B	79699
MST1R	4486
PORCN	64840
AC006333.1	102724555
MMP23A	8511
GOLGA2P5	55592
AC093714.1	100506489
AC093714.2	102724407
IGF2BP3	10643
ZYG11A	440590
CREM	1390
SYP-AS1	100873921
SYP	6855
POLR1B	84172
ACTR6	64431
FAM53C	51307
DENND1B	163486
PGM3	5238
LINC02466	101927282
GID4	79018
SYNE1-AS1	100505475
ESR1	2099
TRDN	10345
VPS13A-AS1	100286938
CDC25C	995
HDAC1	3065
MCF2	4168
BTN3A1	11119
AP001783.1	101929427
KIRREL3-AS2	100874251
KIRREL3-AS3	283165
KIRREL3	84623
FAM193A	8603
MACF1	23499
MACF1	643314
CCDC102B	79839
TOGARAM2	165186
HELZ2	85441
SCYL2	55681
C1orf53	388722
PCARE	388939
SLC14A2	8170
MALSU1	115416
USP13	8975
TMX3	54495
LHX9	56956
FOXI3	344167
TGM2	7052
NRXN3	9369
ST3GAL4	6484
FBXO9	26268
SLC6A1-AS1	100874090
LINC02548	105376562
AC022240.1	101928132
AC091806.1	101927476
SLC17A8	246213
GATA6-AS1	100128893
CERS1	2657
CERS1	10715
GATA6	2627
KLB	152831
AL844175.1	101928833
PPAN	56342
MARS	4141
SYNE1	23345
NEK7	140609
COL13A1	1305
RPRD1B	58490
EIF2S3	1968
NBPF25P	101929780
CD99P1	401577
DOP1A	23033
NCR2	9436
BANP	54971
MYO5B	4645
PPAN-P2RY11	692312
C17orf107	100130311
NFKB1	4790
TMEM75	641384
USP7	7874
PVT1	5820
LINC00102	100359394
CHRNE	1145
PRKCQ-AS1	439949
NR1H4	9971
STK4	6789
SLC17A6	57084
EIF3G	8666
SMC6	79677
SMC6	105373449
ICK	22858
FAM110C	642273
MINK1	50488
TEX37	200523
ESF1	51575
INHA	3623
SLC15A2	6565
ZNF384	171017
AC022469.1	105370586
OBSL1	23363
LINC01495	102723378
NKAIN2	154215
AC062029.1	101928403
EIF2AK3	9451
LINC00707	100507127
GAS2	2620
LINC01952	105375261
ECHDC2	55268
ACAA2	10449
LINC00706	100652997
GAP43	2596
SLC12A4	6560
GC	2638
DRD5	1816
PURB	5814
SLC2A9	56606
P2RY11	5032
ATPAF1	64756
BTN2A3P	54718
FXN	2395
RWDD2A	112611
KCNQ4	9132
LINC02365	105377586
MANF	7873
SLC6A15	55117
LINC00901	100506724
LSAMP	4045
SNHG22	677769
SNHG22	103091864
AC104134.1	101928371
FANCF	2188
DDIT3	1649
AL358113.1	9414
SPON1	10418
DMKN	93099
ZC3H7A	29066
DIP2A-IT1	100862692
CTAGE1	64693
DIP2A	23181
LINC01956	107985816
TIMP3	7078
TUSC7	285194
RBM15B	29890
DCAF1	9730
NAALADL2-AS2	100874244
EN1	2019
NAALADL2-AS3	100862679
NAALADL2-AS1	100874245
LSAMP-AS1	101926903
GLI1	2735
NAALADL2	254827
ITGB1BP2	26548
ATP5PO	539
FBXO3-DT	101928440
SYN3	8224
H1F0	3005
CDR1	1038
MARCO	8685
LINC00632	286411
RNF4	6047
RBBP8	5932
NRK	203447
LMO2	4005
ARHGAP17	55114
ALOX15B	247
TEX38	374973
KDM1B	221656
GEN1	348654
BORCS8-MEF2B	4207
CBX1	10951
MBD6	114785
GCAT	23464
TSPAN19	144448
RTN1	6252
APOE	348
PAXIP1	22976
CIAO2A	84191
ULK3	25989
YME1L1	10730
RNF217-AS1	7955
RNF217	154214
LINC01204	101927528
PTPRJ	5795
C1QL2	165257
GP1BA	2811
APOC1	341
LRRIQ1	84125
FYB1	2533
LINC02595	401585
ZNHIT1	10467
BUB3	9184
KCNS1	3787
SERPINA7	6906
NKIRAS1	28512
PHF20	51230
PLOD3	8985
SS18	6760
DCTN2	10540
WFDC5	149708
TMEM98	26022
ALX1	8092
GPR137	56834
DIP2B	57609
SH2D4B	387694
WFDC12	128488
RASSF9	9182
NR2C2AP	126382
NTS	4922
AC006328.2	101929235
ATL2	64225
MIR181A1HG	100131234
TMF1	7110
IL1RN	3557
RPL15	6138
LINC01221	104266961
RPF2	84154
MGAT4C	25834
CITED4	163732
RFXANK	8625
ABCG4	64137
PAXIP1-AS2	100132707
NR5A2	2494
STRN4	29888
COL7A1	1294
PAQR4	124222
SUPT5H	6829
CFAP99	402160
AC090912.2	101927571
FPGS	2356
KREMEN2	79412
CAPN3	825
ZAR1L	646799
POLR1A	25885
MRPL45P2	653479
MKRN9P	400058
BAD	572
STEAP3-AS1	100874111
STEAP3	55240
UBA3	9039
RTL10	79680
LCAT	3931
ODF1	4956
SMARCB1	6598
POGLUT1	56983
ATF1	466
LINC01186	101927574
GNB1L	54584
KLK4	9622
NXNL2	158046
LPCAT2	54947
MMD2	221938
GPR89A	51463
GPR89A	653519
SLC22A23	63027
LINC00862	554279
TMC1	117531
EFCAB14	9813
NR1D2	9975
MUM1L1	139221
ZNF281	23528
DIO3OS	64150
HYDIN	54768
TBX1	6899
CTCF	10664
ADCY1	107
DERL3	91319
CAPNS2	84290
ARSJ	79642
GALR3	8484
C12orf50	160419
KIF14	9928
GMEB2	26205
PIP4P2	55529
ILDR1	286676
NPFFR2	10886
AL359313.1	153910
EFCAB14-AS1	100130197
APOC1P1	342
PHF20L1	51105
PKMYT1	9088
HIVEP2	3097
CCDC142	84865
RASL11A	387496
DDX59	83479
TMPRSS12	283471
PI3	5266
MASTL	84930
C12orf29	91298
AL360227.1	107986521
NALCN-AS1	100885778
SLC16A10	117247
UNC80	285175
NALCN	259232
DNAJC1	64215
BORCS8	729991
DIRC1	116093
TTC31	64427
SLC17A1	6568
AL445483.1	101929224
SEMG1	6406
LINC02465	107986313
EOGT	285203
GTF3C2	2976
CAMSAP2	23271
ZWINT	11130
CTNS	1497
PSMG4	389362
APOC2	344
DIO3	1735
KIAA0930	23313
APOC4	346
DNMT3B	1789
KRT25	147183
CEP290	80184
APOC4-APOC2	100533990
RAB39A	54734
TUBB2B	347733
KRT26	353288
MEF2B	100271849
METTL7A	25840
SNX11	29916
AVPI1	60370
TEX47	219557
MRPL53	116540
DLX1	1745
DNMT3A	1788
ZNF804B	219578
LINC00824	101927774
GFPT2	9945
C3orf58	205428
KCNK7	10089
DLX2	1746
HSPA8	3312
KLK8	11202
SLC1A5	6510
GAS2L3	283431
P2RX5-TAX1BP3	100533970
AP004147.1	101929227
CNTN1	1272
GRIK4	2900
LPAR1	1902
OTUD6B-AS1	100506365
EMC6	83460
ATP8A2	51761
KLF10	7071
AC074117.1	105374363
CACNA1F	778
TAX1BP3	30851
ITPRID2	6744
ZNF599	148103
EIF2B4	8890
P2RX5	5026
ANKRD12	23253
BLOC1S2	282991
CARHSP1	23589
DPY19L2P4	442523
GPR25	2848
STEAP2-AS1	100874100
PDZK1	5174
STEAP1	26872
P3H3	10536
AL161785.1	101929331
MFSD4B	91749
FLJ21408	400512
INAVA	55765
NSMCE1	197370
WDR72	256764
DLX2-DT	104326193
LINC01503	100506119
STEAP2	261729
LINC01801	400685
HIGD1C	613227
IL12A	3592
CSPG4P1Y	114758
CLEC1A	51267
KLK5	25818
AL731544.1	105378386
MTMR1	8776
BRCA2	675
MROH3P	647215
NDUFV2	4729
AL592486.1	286238
SLC24A3	57419
MYO1G	64005
FKRP	79147
CNOT6	57472
MTRNR2L5	100463289
RAD54L2	23132
IL12A-AS1	101928376
S1PR3	1903
S1PR3	286223
AC008555.5	102723540
LINC00904	100652909
RBM12	10137
AL049647.1	100130264
LINC01838	100652911
TTYH2	94015
UTY	7404
AC132008.2	220729
TFEC	22797
LINC00963	100506190
KIF21B	23046
CCDC26	137196
CCDC26	728724
CCDC26	106144608
KLK6	5653
PRPS2	5634
OR4B1	119765
PMM2	5373
NDUFV2-AS1	101927275
TIMMDC1	51300
OR4X2	119764
C2orf76	130355
GLP1R	2740
OR4X1	390113
NFS1	9054
MOV10	4343
TEX264	51368
AL162414.1	105376219
CYP4B1	1580
OR2K2	26248
GTF3C2-AS1	100505624
GPR162	27239
PTPRU	10076
COL3A1	1281
ACAT1	38
LRRC9	341883
TRIOBP	11078
CD80	941
SDF2	6388
KRBOX4	55634
KRT27	342574
AP002851.1	101927245
GASAL1	401472
CASP3	836
SHC3	53358
MARVELD1	83742
KLK7	5650
KRT28	162605
MTOR	2475
PSD4	23550
SUPT6H	6830
RAB6A	5870
CUL5	8065
AC243651.1	100505915
FAM160B2	64760
HOMEZ	57594
FOXP4	116113
SEMG2	6407
SLC39A14	23516
BCL2L2-PABPN1	100529063
PDZRN4	29951
ABAT	18
POLR3C	10623
ADAMTS3	9508
RNF212B	100507650
CAV2	858
AIFM3	150209
AC027796.4	105371492
DIMT1	27292
KLK9	284366
SFMBT2	57713
OTUD6B	51633
CNBD2	140894
SPDL1	54908
LINC01474	101927258
LINC00239	145200
PABPN1	8106
GTF3A	2971
